sentence_id,target_id
17,_bC13QDVWEeqPG_FgW3bi6Q
17,_lnx1oDVWEeqPG_FgW3bi6Q
17,_yA04AKTKEeqKjI323B3R3w
18,_AiuxcDVdEeqPG_FgW3bi6Q
19,_AiuxcDVdEeqPG_FgW3bi6Q
19,_lnx1oDVWEeqPG_FgW3bi6Q
20,_AiuxcDVdEeqPG_FgW3bi6Q
20,_bC13QDVWEeqPG_FgW3bi6Q
20,_lnx1oDVWEeqPG_FgW3bi6Q
21,_AiuxcDVdEeqPG_FgW3bi6Q
22,_YkXeIDVgEeqPG_FgW3bi6Q
22,_iaElgKpwEeqHXcsU55mirw
22,_kgbngDVgEeqPG_FgW3bi6Q
22,_lnx1oDVWEeqPG_FgW3bi6Q
22,_m3fxEDVWEeqPG_FgW3bi6Q
22,_raxjcDVgEeqPG_FgW3bi6Q
23,_AiuxcDVdEeqPG_FgW3bi6Q
23,_YkXeIDVgEeqPG_FgW3bi6Q
23,_bC13QDVWEeqPG_FgW3bi6Q
23,_dhM6oDVXEeqPG_FgW3bi6Q
23,_kgbngDVgEeqPG_FgW3bi6Q
23,_lnx1oDVWEeqPG_FgW3bi6Q
23,_m3fxEDVWEeqPG_FgW3bi6Q
23,_raxjcDVgEeqPG_FgW3bi6Q
23,_yA04AKTKEeqKjI323B3R3w
24,_AiuxcDVdEeqPG_FgW3bi6Q
24,_bC13QDVWEeqPG_FgW3bi6Q
24,_dhM6oDVXEeqPG_FgW3bi6Q
24,_iaElgKpwEeqHXcsU55mirw
24,_kgbngDVgEeqPG_FgW3bi6Q
24,_lnx1oDVWEeqPG_FgW3bi6Q
24,_m3fxEDVWEeqPG_FgW3bi6Q
24,_raxjcDVgEeqPG_FgW3bi6Q
24,_yA04AKTKEeqKjI323B3R3w
25,_lnx1oDVWEeqPG_FgW3bi6Q
26,_iaElgKpwEeqHXcsU55mirw
26,_lnx1oDVWEeqPG_FgW3bi6Q
26,_raxjcDVgEeqPG_FgW3bi6Q
26,_yA04AKTKEeqKjI323B3R3w
27,_YkXeIDVgEeqPG_FgW3bi6Q
27,_bC13QDVWEeqPG_FgW3bi6Q
27,_iaElgKpwEeqHXcsU55mirw
27,_kgbngDVgEeqPG_FgW3bi6Q
27,_m3fxEDVWEeqPG_FgW3bi6Q
27,_ouzFYDVgEeqPG_FgW3bi6Q
27,_raxjcDVgEeqPG_FgW3bi6Q
28,_YkXeIDVgEeqPG_FgW3bi6Q
28,_iaElgKpwEeqHXcsU55mirw
28,_kgbngDVgEeqPG_FgW3bi6Q
28,_lnx1oDVWEeqPG_FgW3bi6Q
28,_m3fxEDVWEeqPG_FgW3bi6Q
28,_ouzFYDVgEeqPG_FgW3bi6Q
28,_raxjcDVgEeqPG_FgW3bi6Q
29,_YkXeIDVgEeqPG_FgW3bi6Q
29,_bC13QDVWEeqPG_FgW3bi6Q
29,_iaElgKpwEeqHXcsU55mirw
29,_kgbngDVgEeqPG_FgW3bi6Q
29,_m3fxEDVWEeqPG_FgW3bi6Q
29,_ouzFYDVgEeqPG_FgW3bi6Q
29,_raxjcDVgEeqPG_FgW3bi6Q
30,_YkXeIDVgEeqPG_FgW3bi6Q
30,_bC13QDVWEeqPG_FgW3bi6Q
30,_iaElgKpwEeqHXcsU55mirw
30,_kgbngDVgEeqPG_FgW3bi6Q
30,_lnx1oDVWEeqPG_FgW3bi6Q
30,_m3fxEDVWEeqPG_FgW3bi6Q
30,_ouzFYDVgEeqPG_FgW3bi6Q
30,_raxjcDVgEeqPG_FgW3bi6Q
31,_AiuxcDVdEeqPG_FgW3bi6Q
31,_YkXeIDVgEeqPG_FgW3bi6Q
31,_m3fxEDVWEeqPG_FgW3bi6Q
31,_ouzFYDVgEeqPG_FgW3bi6Q
31,_raxjcDVgEeqPG_FgW3bi6Q
32,_AiuxcDVdEeqPG_FgW3bi6Q
32,_YkXeIDVgEeqPG_FgW3bi6Q
32,_bC13QDVWEeqPG_FgW3bi6Q
32,_iaElgKpwEeqHXcsU55mirw
32,_lnx1oDVWEeqPG_FgW3bi6Q
32,_m3fxEDVWEeqPG_FgW3bi6Q
32,_ouzFYDVgEeqPG_FgW3bi6Q
33,_YkXeIDVgEeqPG_FgW3bi6Q
33,_iaElgKpwEeqHXcsU55mirw
33,_kgbngDVgEeqPG_FgW3bi6Q
33,_m3fxEDVWEeqPG_FgW3bi6Q
33,_ouzFYDVgEeqPG_FgW3bi6Q
33,_raxjcDVgEeqPG_FgW3bi6Q
34,_YkXeIDVgEeqPG_FgW3bi6Q
34,_iaElgKpwEeqHXcsU55mirw
34,_kgbngDVgEeqPG_FgW3bi6Q
34,_lnx1oDVWEeqPG_FgW3bi6Q
34,_m3fxEDVWEeqPG_FgW3bi6Q
34,_raxjcDVgEeqPG_FgW3bi6Q
35,_YkXeIDVgEeqPG_FgW3bi6Q
35,_iaElgKpwEeqHXcsU55mirw
35,_kgbngDVgEeqPG_FgW3bi6Q
35,_m3fxEDVWEeqPG_FgW3bi6Q
35,_ouzFYDVgEeqPG_FgW3bi6Q
36,_YkXeIDVgEeqPG_FgW3bi6Q
36,_dhM6oDVXEeqPG_FgW3bi6Q
36,_iaElgKpwEeqHXcsU55mirw
36,_kgbngDVgEeqPG_FgW3bi6Q
36,_lnx1oDVWEeqPG_FgW3bi6Q
36,_m3fxEDVWEeqPG_FgW3bi6Q
36,_ouzFYDVgEeqPG_FgW3bi6Q
36,_raxjcDVgEeqPG_FgW3bi6Q
37,_dhM6oDVXEeqPG_FgW3bi6Q
38,_bC13QDVWEeqPG_FgW3bi6Q
38,_dhM6oDVXEeqPG_FgW3bi6Q
38,_kgbngDVgEeqPG_FgW3bi6Q
38,_m3fxEDVWEeqPG_FgW3bi6Q
38,_ouzFYDVgEeqPG_FgW3bi6Q
39,_AiuxcDVdEeqPG_FgW3bi6Q
39,_dhM6oDVXEeqPG_FgW3bi6Q
40,_dhM6oDVXEeqPG_FgW3bi6Q
41,_dhM6oDVXEeqPG_FgW3bi6Q
42,_bC13QDVWEeqPG_FgW3bi6Q
42,_iaElgKpwEeqHXcsU55mirw
42,_kgbngDVgEeqPG_FgW3bi6Q
42,_lnx1oDVWEeqPG_FgW3bi6Q
42,_m3fxEDVWEeqPG_FgW3bi6Q
42,_ouzFYDVgEeqPG_FgW3bi6Q
42,_raxjcDVgEeqPG_FgW3bi6Q
43,_YkXeIDVgEeqPG_FgW3bi6Q
43,_dhM6oDVXEeqPG_FgW3bi6Q
43,_lnx1oDVWEeqPG_FgW3bi6Q
43,_ouzFYDVgEeqPG_FgW3bi6Q
