sentence_id,target_id
22,_KGVMcKETEeu-mYqkDskRow
22,_zUmhEKESEeu-mYqkDskRow
23,_1lMqsKESEeu-mYqkDskRow
23,_3LCnIKESEeu-mYqkDskRow
24,_1lMqsKESEeu-mYqkDskRow
25,_1lMqsKESEeu-mYqkDskRow
25,_GaP8QKETEeu-mYqkDskRow
26,_1lMqsKESEeu-mYqkDskRow
27,_1lMqsKESEeu-mYqkDskRow
28,_1lMqsKESEeu-mYqkDskRow
28,_GaP8QKETEeu-mYqkDskRow
29,_1lMqsKESEeu-mYqkDskRow
29,_GaP8QKETEeu-mYqkDskRow
30,_1lMqsKESEeu-mYqkDskRow
30,_GaP8QKETEeu-mYqkDskRow
35,_1lMqsKESEeu-mYqkDskRow
35,_3LCnIKESEeu-mYqkDskRow
37,_1lMqsKESEeu-mYqkDskRow
37,_3LCnIKESEeu-mYqkDskRow
37,_GaP8QKETEeu-mYqkDskRow
38,_1lMqsKESEeu-mYqkDskRow
38,_GaP8QKETEeu-mYqkDskRow
39,_EIoe8KETEeu-mYqkDskRow
40,_GaP8QKETEeu-mYqkDskRow
41,_1lMqsKESEeu-mYqkDskRow
42,_1lMqsKESEeu-mYqkDskRow
42,_GaP8QKETEeu-mYqkDskRow
43,_1lMqsKESEeu-mYqkDskRow
43,_3LCnIKESEeu-mYqkDskRow
43,_GaP8QKETEeu-mYqkDskRow
44,_3LCnIKESEeu-mYqkDskRow
44,_GaP8QKETEeu-mYqkDskRow
46,_1lMqsKESEeu-mYqkDskRow
46,_3LCnIKESEeu-mYqkDskRow
47,_1lMqsKESEeu-mYqkDskRow
47,_3LCnIKESEeu-mYqkDskRow
50,_3LCnIKESEeu-mYqkDskRow
54,_1lMqsKESEeu-mYqkDskRow
55,_1lMqsKESEeu-mYqkDskRow
55,_9JlCIKESEeu-mYqkDskRow
56,_1lMqsKESEeu-mYqkDskRow
56,_EIoe8KETEeu-mYqkDskRow
56,_GaP8QKETEeu-mYqkDskRow
57,_1lMqsKESEeu-mYqkDskRow
57,_9JlCIKESEeu-mYqkDskRow
57,_GaP8QKETEeu-mYqkDskRow
58,_1lMqsKESEeu-mYqkDskRow
60,_3LCnIKESEeu-mYqkDskRow
60,_EIoe8KETEeu-mYqkDskRow
60,_zUmhEKESEeu-mYqkDskRow
63,_3LCnIKESEeu-mYqkDskRow
63,_Bae2oKETEeu-mYqkDskRow
71,_1lMqsKESEeu-mYqkDskRow
71,_GaP8QKETEeu-mYqkDskRow
72,_Bae2oKETEeu-mYqkDskRow
72,_EIoe8KETEeu-mYqkDskRow
75,_1lMqsKESEeu-mYqkDskRow
76,_3LCnIKESEeu-mYqkDskRow
77,_3LCnIKESEeu-mYqkDskRow
81,_3LCnIKESEeu-mYqkDskRow
83,_GaP8QKETEeu-mYqkDskRow
86,_zUmhEKESEeu-mYqkDskRow
87,_3LCnIKESEeu-mYqkDskRow
89,_3LCnIKESEeu-mYqkDskRow
89,_9JlCIKESEeu-mYqkDskRow
89,_KGVMcKETEeu-mYqkDskRow
90,_3LCnIKESEeu-mYqkDskRow
90,_9JlCIKESEeu-mYqkDskRow
90,_KGVMcKETEeu-mYqkDskRow
91,_3LCnIKESEeu-mYqkDskRow
91,_9JlCIKESEeu-mYqkDskRow
91,_KGVMcKETEeu-mYqkDskRow
92,_9JlCIKESEeu-mYqkDskRow
92,_KGVMcKETEeu-mYqkDskRow
93,_1lMqsKESEeu-mYqkDskRow
93,_3LCnIKESEeu-mYqkDskRow
93,_GaP8QKETEeu-mYqkDskRow
95,_3LCnIKESEeu-mYqkDskRow
96,_3LCnIKESEeu-mYqkDskRow
97,_1lMqsKESEeu-mYqkDskRow
97,_3LCnIKESEeu-mYqkDskRow
98,_3LCnIKESEeu-mYqkDskRow
99,_3LCnIKESEeu-mYqkDskRow
100,_3LCnIKESEeu-mYqkDskRow
100,_9JlCIKESEeu-mYqkDskRow
100,_KGVMcKETEeu-mYqkDskRow
104,_3LCnIKESEeu-mYqkDskRow
109,_1lMqsKESEeu-mYqkDskRow
109,_3LCnIKESEeu-mYqkDskRow
109,_GaP8QKETEeu-mYqkDskRow
110,_KGVMcKETEeu-mYqkDskRow
113,_9JlCIKESEeu-mYqkDskRow
113,_KGVMcKETEeu-mYqkDskRow
114,_KGVMcKETEeu-mYqkDskRow
115,_9JlCIKESEeu-mYqkDskRow
115,_KGVMcKETEeu-mYqkDskRow
116,_9JlCIKESEeu-mYqkDskRow
116,_KGVMcKETEeu-mYqkDskRow
117,_3LCnIKESEeu-mYqkDskRow
117,_9JlCIKESEeu-mYqkDskRow
117,_KGVMcKETEeu-mYqkDskRow
118,_KGVMcKETEeu-mYqkDskRow
121,_9JlCIKESEeu-mYqkDskRow
121,_KGVMcKETEeu-mYqkDskRow
123,_3LCnIKESEeu-mYqkDskRow
123,_9JlCIKESEeu-mYqkDskRow
123,_KGVMcKETEeu-mYqkDskRow
125,_9JlCIKESEeu-mYqkDskRow
125,_KGVMcKETEeu-mYqkDskRow
128,_9JlCIKESEeu-mYqkDskRow
128,_KGVMcKETEeu-mYqkDskRow
129,_3LCnIKESEeu-mYqkDskRow
130,_9JlCIKESEeu-mYqkDskRow
130,_KGVMcKETEeu-mYqkDskRow
131,_1lMqsKESEeu-mYqkDskRow
131,_3LCnIKESEeu-mYqkDskRow
131,_9JlCIKESEeu-mYqkDskRow
131,_KGVMcKETEeu-mYqkDskRow
133,_3LCnIKESEeu-mYqkDskRow
134,_3LCnIKESEeu-mYqkDskRow
134,_9JlCIKESEeu-mYqkDskRow
134,_KGVMcKETEeu-mYqkDskRow
134,_zUmhEKESEeu-mYqkDskRow
135,_9JlCIKESEeu-mYqkDskRow
135,_KGVMcKETEeu-mYqkDskRow
136,_3LCnIKESEeu-mYqkDskRow
136,_9JlCIKESEeu-mYqkDskRow
137,_9JlCIKESEeu-mYqkDskRow
137,_KGVMcKETEeu-mYqkDskRow
139,_zUmhEKESEeu-mYqkDskRow
140,_9JlCIKESEeu-mYqkDskRow
140,_KGVMcKETEeu-mYqkDskRow
141,_3LCnIKESEeu-mYqkDskRow
142,_9JlCIKESEeu-mYqkDskRow
142,_KGVMcKETEeu-mYqkDskRow
143,_3LCnIKESEeu-mYqkDskRow
143,_9JlCIKESEeu-mYqkDskRow
143,_KGVMcKETEeu-mYqkDskRow
144,_9JlCIKESEeu-mYqkDskRow
144,_KGVMcKETEeu-mYqkDskRow
145,_9JlCIKESEeu-mYqkDskRow
147,_9JlCIKESEeu-mYqkDskRow
147,_KGVMcKETEeu-mYqkDskRow
148,_9JlCIKESEeu-mYqkDskRow
148,_KGVMcKETEeu-mYqkDskRow
149,_9JlCIKESEeu-mYqkDskRow
149,_KGVMcKETEeu-mYqkDskRow
150,_9JlCIKESEeu-mYqkDskRow
150,_KGVMcKETEeu-mYqkDskRow
151,_9JlCIKESEeu-mYqkDskRow
151,_KGVMcKETEeu-mYqkDskRow
152,_9JlCIKESEeu-mYqkDskRow
152,_Bae2oKETEeu-mYqkDskRow
152,_EIoe8KETEeu-mYqkDskRow
152,_KGVMcKETEeu-mYqkDskRow
153,_9JlCIKESEeu-mYqkDskRow
153,_KGVMcKETEeu-mYqkDskRow
154,_9JlCIKESEeu-mYqkDskRow
154,_KGVMcKETEeu-mYqkDskRow
155,_1lMqsKESEeu-mYqkDskRow
155,_9JlCIKESEeu-mYqkDskRow
155,_KGVMcKETEeu-mYqkDskRow
156,_3LCnIKESEeu-mYqkDskRow
156,_9JlCIKESEeu-mYqkDskRow
156,_KGVMcKETEeu-mYqkDskRow
157,_3LCnIKESEeu-mYqkDskRow
157,_KGVMcKETEeu-mYqkDskRow
158,_9JlCIKESEeu-mYqkDskRow
158,_KGVMcKETEeu-mYqkDskRow
160,_9JlCIKESEeu-mYqkDskRow
161,_9JlCIKESEeu-mYqkDskRow
161,_KGVMcKETEeu-mYqkDskRow
162,_9JlCIKESEeu-mYqkDskRow
162,_KGVMcKETEeu-mYqkDskRow
163,_3LCnIKESEeu-mYqkDskRow
163,_9JlCIKESEeu-mYqkDskRow
163,_KGVMcKETEeu-mYqkDskRow
165,_9JlCIKESEeu-mYqkDskRow
165,_KGVMcKETEeu-mYqkDskRow
166,_3LCnIKESEeu-mYqkDskRow
166,_9JlCIKESEeu-mYqkDskRow
166,_KGVMcKETEeu-mYqkDskRow
167,_zUmhEKESEeu-mYqkDskRow
168,_zUmhEKESEeu-mYqkDskRow
169,_zUmhEKESEeu-mYqkDskRow
170,_zUmhEKESEeu-mYqkDskRow
171,_zUmhEKESEeu-mYqkDskRow
172,_zUmhEKESEeu-mYqkDskRow
175,_9JlCIKESEeu-mYqkDskRow
175,_Bae2oKETEeu-mYqkDskRow
175,_KGVMcKETEeu-mYqkDskRow
176,_1lMqsKESEeu-mYqkDskRow
176,_GaP8QKETEeu-mYqkDskRow
176,_KGVMcKETEeu-mYqkDskRow
176,_zUmhEKESEeu-mYqkDskRow
177,_1lMqsKESEeu-mYqkDskRow
180,_Bae2oKETEeu-mYqkDskRow
180,_EIoe8KETEeu-mYqkDskRow
181,_Bae2oKETEeu-mYqkDskRow
182,_Bae2oKETEeu-mYqkDskRow
183,_Bae2oKETEeu-mYqkDskRow
184,_Bae2oKETEeu-mYqkDskRow
184,_EIoe8KETEeu-mYqkDskRow
184,_zUmhEKESEeu-mYqkDskRow
186,_Bae2oKETEeu-mYqkDskRow
187,_3LCnIKESEeu-mYqkDskRow
187,_9JlCIKESEeu-mYqkDskRow
187,_Bae2oKETEeu-mYqkDskRow
187,_KGVMcKETEeu-mYqkDskRow
188,_Bae2oKETEeu-mYqkDskRow
189,_Bae2oKETEeu-mYqkDskRow
189,_zUmhEKESEeu-mYqkDskRow
190,_Bae2oKETEeu-mYqkDskRow
190,_zUmhEKESEeu-mYqkDskRow
191,_3LCnIKESEeu-mYqkDskRow
191,_Bae2oKETEeu-mYqkDskRow
192,_9JlCIKESEeu-mYqkDskRow
192,_Bae2oKETEeu-mYqkDskRow
192,_KGVMcKETEeu-mYqkDskRow
193,_Bae2oKETEeu-mYqkDskRow
194,_1lMqsKESEeu-mYqkDskRow
194,_Bae2oKETEeu-mYqkDskRow
194,_EIoe8KETEeu-mYqkDskRow
195,_Bae2oKETEeu-mYqkDskRow
197,_1lMqsKESEeu-mYqkDskRow
197,_Bae2oKETEeu-mYqkDskRow
197,_GaP8QKETEeu-mYqkDskRow
198,_EIoe8KETEeu-mYqkDskRow
199,_Bae2oKETEeu-mYqkDskRow
199,_EIoe8KETEeu-mYqkDskRow
200,_1lMqsKESEeu-mYqkDskRow
200,_3LCnIKESEeu-mYqkDskRow
200,_Bae2oKETEeu-mYqkDskRow
200,_EIoe8KETEeu-mYqkDskRow
200,_GaP8QKETEeu-mYqkDskRow
201,_Bae2oKETEeu-mYqkDskRow
201,_EIoe8KETEeu-mYqkDskRow
202,_EIoe8KETEeu-mYqkDskRow
203,_Bae2oKETEeu-mYqkDskRow
203,_EIoe8KETEeu-mYqkDskRow
204,_1lMqsKESEeu-mYqkDskRow
204,_Bae2oKETEeu-mYqkDskRow
204,_EIoe8KETEeu-mYqkDskRow
204,_GaP8QKETEeu-mYqkDskRow
205,_Bae2oKETEeu-mYqkDskRow
205,_EIoe8KETEeu-mYqkDskRow
206,_Bae2oKETEeu-mYqkDskRow
207,_Bae2oKETEeu-mYqkDskRow
207,_EIoe8KETEeu-mYqkDskRow
208,_Bae2oKETEeu-mYqkDskRow
209,_GaP8QKETEeu-mYqkDskRow
209,_KGVMcKETEeu-mYqkDskRow
210,_GaP8QKETEeu-mYqkDskRow
211,_GaP8QKETEeu-mYqkDskRow
212,_GaP8QKETEeu-mYqkDskRow
212,_KGVMcKETEeu-mYqkDskRow
213,_3LCnIKESEeu-mYqkDskRow
213,_9JlCIKESEeu-mYqkDskRow
213,_GaP8QKETEeu-mYqkDskRow
213,_KGVMcKETEeu-mYqkDskRow
